atmospheric_pressure,visible_cloud,wind_direction,wind_speed,sky_color,ocean_wave_speed,temperature,animal_activity,storm_coming
1004.1,Cumulonimbus,East,80.5,Blue,High,Stable,High,No
1011.4,Cumulonimbus,South,55.2,Orange,High,Stable,High,Yes
1006.2,Cirrus,North,42.1,,Low,Decline,Medium,No
1012.7,Cumulonimbus,East,53.2,Orange,Low,Stable,Low,Yes
1011.5,Cumulonimbus,East,57.1,Orange,Low,Rise,Medium,Yes
1012.8,Cumulonimbus,East,50.8,Orange,Low,Stable,Medium,Yes
1013.3,Cumulonimbus,West,69.2,Blue,Low,Decline,Low,Yes
1012.4,Cumulonimbus,East,70.6,Orange,Low,Decline,Medium,Yes
1002.2,Cumulonimbus,South,79.3,Green,Medium,Stable,High,No
1002.6,Cirrus,South,77.8,Blue,High,Stable,High,No
1003.9,Cirrus,East,81.8,Blue,Low,Rise,Medium,No
1004.5,Cumulonimbus,South,77.2,Blue,High,Stable,Low,No
1003.8,Cirrus,East,75.8,Gray,Low,Rise,High,No
1012.7,Cumulonimbus,West,54.8,Orange,Low,Decline,Low,Yes
1014,Cumulonimbus,East,60.7,Orange,Low,Decline,Low,Yes
1006.8,Cirrus,East,79.3,Green,High,Decline,Low,No
1003.2,Cirrus,West,46.4,Orange,High,Decline,High,Yes
1007,Cirrus,West,81.9,Green,High,Stable,Medium,No
1004.3,Cirrus,East,80.1,Gray,High,Stable,Low,No
1013.3,Cumulonimbus,East,53.4,Orange,Medium,Decline,Low,Yes
1002.5,Stratus,West,81.2,Green,Medium,Decline,High,No
1002.4,Cirrus,East,76,Green,Low,Decline,Low,No
1004.4,Cumulonimbus,East,82.3,Green,Medium,Decline,High,No
1006.3,Cirrus,East,79.4,Green,Low,Decline,Low,No
1003.1,Cirrus,East,46.6,Green,High,Decline,Low,No
1011.8,Cumulonimbus,,54.1,Orange,Low,Decline,Low,Yes
1011.1,Cumulonimbus,South,64.7,Orange,Medium,Stable,High,Yes
1013.7,Cumulonimbus,East,62.7,Orange,Low,Decline,High,Yes
1012.7,Cumulonimbus,East,67.6,Orange,Low,Decline,Medium,Yes
1013.3,Cirrus,East,60.9,Orange,High,Rise,Medium,Yes
1012.5,Stratus,East,60,Orange,Low,Stable,High,Yes
1012.7,Cumulonimbus,East,50.6,,High,Rise,High,Yes
1021.2,Cirrus,North,77.7,Green,Low,Decline,Low,No
1002.4,Stratus,South,85,Green,High,Stable,High,No
1011.3,Cumulonimbus,East,59.6,Orange,Low,Rise,Low,Yes
1011.8,Cumulonimbus,East,43.3,Orange,Medium,Stable,Low,Yes
1003.9,Cirrus,East,43.3,Green,Low,,Low,No
1013.7,Cirrus,South,52,Orange,High,Rise,High,Yes
1003.9,Cirrus,East,84.8,Green,High,,High,No
1022.8,Cirrus,East,80.1,Green,Low,Decline,Low,No
1013.6,Cumulonimbus,North,64.1,Orange,High,Decline,Low,Yes
1006.2,Cirrus,South,75.6,Green,Medium,Rise,Medium,No
1003.5,Cumulonimbus,East,64.3,Gray,Low,Decline,Low,Yes
1005.8,Cirrus,East,77,Blue,Medium,Decline,Low,No
1021.8,Cirrus,South,47.9,Green,High,Decline,High,No
1012.9,Cumulonimbus,South,61.4,Orange,High,Rise,High,Yes
1014,Cumulonimbus,East,56.6,,Low,Decline,High,Yes
1003.2,Cumulonimbus,South,82,Blue,High,Stable,High,No
1011.4,Cumulonimbus,South,50.6,Orange,Medium,Stable,High,Yes
1013.3,Cumulonimbus,East,58.1,Orange,Low,Decline,Low,Yes
1012.7,Cumulonimbus,East,45.9,Orange,High,Decline,Low,Yes
1002.5,Cumulonimbus,East,81.9,Green,High,Decline,High,No
1012.5,Stratus,East,54.1,Blue,Medium,Decline,Low,Yes
1012.4,Cumulonimbus,East,45.2,Orange,Low,Decline,Low,Yes
1003.1,Cirrus,West,76.8,Blue,Low,Decline,Low,No
1006.9,Cumulonimbus,East,59.8,,Low,Decline,High,Yes
1005.4,Cirrus,West,81.3,Green,High,Stable,Low,No
1013.7,Cumulonimbus,East,62.7,Orange,Medium,Stable,Medium,Yes
1014,Stratus,South,63.2,Orange,High,Stable,High,Yes
1013,Cumulonimbus,South,61.5,Orange,High,Stable,Medium,Yes
1003.1,Cumulonimbus,South,79.8,Blue,High,Rise,High,No
1012.1,Cumulonimbus,South,44.5,Orange,High,Decline,High,Yes
1003.4,Stratus,East,78.4,Green,High,Stable,High,No
1020.8,Cumulonimbus,South,84,Green,High,Decline,High,No
1011.7,Stratus,East,67.6,Orange,Low,Decline,Low,Yes
1013,Cumulonimbus,East,51,Orange,Low,Decline,Low,Yes
1012.5,Stratus,South,68.1,Gray,High,Stable,Medium,Yes
1011.5,Cumulonimbus,West,57.4,Orange,Low,Decline,Low,Yes
1013.4,Cumulonimbus,East,51.3,Orange,Low,Decline,Medium,Yes
1023.9,Stratus,South,46.2,Green,Low,Decline,High,No
1014,Stratus,East,40.5,Blue,Low,Decline,Low,Yes
1012.2,Cumulonimbus,South,51.4,Gray,High,Stable,Medium,Yes
1012,Cumulonimbus,North,51.9,Orange,Low,Decline,Low,Yes
1004.5,Cirrus,West,78.2,Green,Low,Decline,Low,No
1002.1,Cumulonimbus,East,76,Blue,Low,Decline,Low,No
1002.3,Cumulonimbus,East,80.6,Green,Low,Decline,High,No
1006.7,Stratus,West,80.9,Green,High,Rise,Low,No
1012,Cirrus,East,55.8,Orange,Low,Rise,Low,Yes
1011.9,Cumulonimbus,South,72.4,Gray,High,Stable,High,Yes
1011.4,Cirrus,South,71.3,Orange,High,Stable,High,Yes
1005.9,Cirrus,South,82,Green,High,Stable,High,No
1011,Cumulonimbus,South,48.2,Orange,Medium,Decline,High,Yes
1002.3,Cirrus,West,80.4,Green,Medium,Stable,High,No
1006.4,Stratus,South,76.4,Green,Low,Stable,High,No
1020.4,Cumulonimbus,South,47.4,Blue,High,Rise,High,No
1004,Cumulonimbus,East,76.7,Green,Medium,Decline,Low,No
1006.1,Cumulonimbus,East,82.4,Green,Low,Decline,Medium,No
1013.3,Cumulonimbus,East,54.1,Orange,Medium,Decline,Low,Yes
1012.8,Cirrus,,70,Orange,Low,Decline,Low,Yes
1006.1,Cumulonimbus,East,75.1,Green,High,Rise,Low,No
1011.7,Cumulonimbus,East,50.8,,Low,Decline,Low,Yes
1012.6,Cirrus,East,59.5,Orange,Medium,Stable,Low,Yes
1003.4,Stratus,West,79.4,Green,Low,Decline,Low,No
1005.6,Cumulonimbus,East,83.2,Green,Low,Stable,Low,No
1004.8,Cirrus,East,81.8,Green,Low,Decline,Low,No
1012.2,Cumulonimbus,East,73.9,Blue,Medium,Rise,Low,Yes
1013.6,Stratus,South,68,Orange,High,Rise,High,Yes
1012,Cumulonimbus,East,70.6,Orange,Low,Decline,Low,Yes
1012,Stratus,West,73.7,Orange,Medium,Rise,Medium,Yes
1004.3,Stratus,East,84.5,Blue,Low,Decline,Low,No
1020.4,Stratus,West,78,Green,Medium,Rise,High,No
1003.7,Cumulonimbus,West,77.6,Green,Medium,Rise,High,No
1006.6,Cumulonimbus,East,76,Green,Low,Decline,Low,No
1011.1,Cumulonimbus,South,57.4,Blue,Medium,Decline,High,Yes
1012.5,Cumulonimbus,East,68.7,Orange,Low,Rise,Low,Yes
1013.8,Stratus,East,44.4,Orange,Medium,Decline,Medium,Yes
1012.2,Cumulonimbus,East,44.8,Orange,Low,Decline,Low,Yes
1013.4,Cirrus,East,57.3,Blue,Low,Decline,Low,Yes
1012.1,Cirrus,East,40.8,Orange,Low,Decline,Medium,Yes
1013.3,Cumulonimbus,South,50.7,Blue,High,Stable,High,Yes
1006.3,Cumulonimbus,,82.2,Green,Low,Stable,Medium,No
1004.6,Cumulonimbus,East,77.4,Gray,Medium,Decline,Low,No
1005.7,Cumulonimbus,South,63.1,Orange,High,Rise,High,Yes
1005.9,Cumulonimbus,East,76.4,Green,Low,Stable,Low,No
1005.1,Cirrus,,76.9,Green,High,,High,No
1006.5,Cirrus,East,40.9,Gray,Low,,Low,No
1014,Stratus,East,55,Orange,High,Decline,Low,Yes
1005,Cirrus,South,75.8,Gray,High,Stable,Low,No
1004.5,Stratus,East,73.1,Orange,Low,Decline,Low,Yes
1002.2,Cumulonimbus,West,46.6,Blue,Low,Stable,High,No
1002,Cirrus,East,75.5,,Low,Stable,Low,No
1011.1,Cumulonimbus,South,47.6,Orange,High,Stable,High,Yes
1012,Cumulonimbus,South,62.3,Orange,High,Rise,High,Yes
1012.6,Cumulonimbus,East,44.1,Orange,High,Stable,High,Yes
1002.8,Cumulonimbus,South,82.9,Gray,Low,Rise,High,No
1013.3,Cumulonimbus,East,40.1,Blue,High,Decline,Low,Yes
1013,Cumulonimbus,West,72.3,Blue,Low,Stable,High,Yes
1014,Cumulonimbus,South,50.4,Orange,High,Stable,High,Yes
1012.9,Cumulonimbus,South,57.1,Orange,Medium,Stable,Medium,Yes
1012.4,Cumulonimbus,East,45.9,Orange,High,Decline,High,Yes
1011.3,Cirrus,South,60.3,Orange,High,Decline,Low,Yes
1002.9,Cumulonimbus,West,78.7,,High,Stable,Low,No
1005.8,Stratus,East,84.8,Green,High,Stable,High,No
1021.4,Cirrus,East,83.4,Green,Low,Decline,Low,No
1005.7,Cirrus,East,76.7,Green,Low,Decline,Low,No
1011.8,Stratus,West,67.8,Gray,High,Stable,High,Yes
1013.6,Cumulonimbus,East,65.2,Orange,Low,Decline,Low,Yes
1005.7,Stratus,South,81.1,Gray,High,Stable,High,No
1020,Cirrus,South,76.9,Green,High,Stable,Medium,No
1018.7,Cumulonimbus,East,42.1,Green,Low,Decline,Low,No
1006.9,Cirrus,East,78.1,Green,Low,Decline,Low,No
1004.8,Stratus,East,77.7,Green,Low,Decline,Low,No
1005.4,Cumulonimbus,West,82.7,Green,High,Stable,High,No
1006.1,Cirrus,South,75.7,Green,High,Decline,High,No
1002.9,Cirrus,North,75.8,Green,Medium,Rise,High,No
1012.2,Stratus,East,58,Blue,High,Rise,Low,Yes
1003.1,Stratus,South,82.3,,High,Stable,High,No
1011.9,Cumulonimbus,West,50,Orange,High,Stable,High,Yes
1004.5,Stratus,East,75.3,Gray,High,Decline,Low,No
1011,Cumulonimbus,North,42.8,Orange,Low,Decline,Medium,Yes
1006.5,Cirrus,East,82.9,Green,Low,Decline,Low,No
1011.8,Cirrus,West,63,Gray,High,Decline,High,Yes
1006,Cirrus,South,78.2,Green,Low,Rise,High,No
1013.9,Cumulonimbus,South,68.6,Orange,High,Stable,Low,Yes
1004.6,Stratus,East,42.9,Green,High,Rise,High,No
1012.7,Cumulonimbus,West,59.8,Orange,High,Rise,High,Yes
1006.2,Cirrus,North,82.9,Gray,Low,Decline,Low,No
1013.8,Cumulonimbus,East,68.9,Gray,Low,Decline,Medium,Yes
1013.5,Cumulonimbus,East,66.5,Orange,Medium,Decline,Low,Yes
1004.2,Cirrus,South,83.1,Green,High,Rise,High,No
1002.4,Stratus,South,81.9,Gray,Low,Stable,High,No
1024.5,Cirrus,East,79.6,Green,Low,,Low,No
1002,Cirrus,East,78.5,Blue,Low,Rise,Low,No
1012.1,Cumulonimbus,West,57.1,Blue,Medium,Stable,Medium,Yes
1012,Stratus,South,59.4,Orange,Low,Stable,High,Yes
1022.8,Cirrus,East,82.3,Green,Low,Rise,Medium,No
1018.5,Cirrus,East,43.8,Green,Medium,Rise,Low,No
1004.3,Cirrus,East,80.4,,Low,Rise,Low,No
1013.8,Stratus,North,70.6,Orange,High,,High,Yes
1002.6,Cirrus,,85,Gray,Low,Decline,Low,No
1005.8,Cirrus,East,42.5,Green,Medium,Decline,High,No
1013.8,Cumulonimbus,West,51.8,Orange,High,Decline,High,Yes
1011.9,Cumulonimbus,South,64.4,Orange,High,Stable,High,Yes
1005.2,Cirrus,West,47.4,Green,Low,Decline,High,No
1002.7,Cirrus,East,75.5,Blue,Low,Decline,Low,No
1012,Cumulonimbus,South,60.8,Orange,High,Stable,Low,Yes
1005,Cirrus,South,76.8,Blue,High,Decline,High,No
1005.2,Stratus,South,68.9,Orange,High,Decline,High,Yes
1002.1,Cumulonimbus,South,71.1,Orange,High,Stable,High,Yes
1013.4,Cumulonimbus,East,63.4,Orange,Low,Rise,Low,Yes
1012.3,Cumulonimbus,East,61.1,Orange,High,Decline,Low,Yes
1002.9,Cirrus,West,75.2,Green,High,,High,No
1004.4,Cirrus,South,81.1,Green,High,Stable,High,No
1006.1,Cumulonimbus,East,78.1,Green,Low,Rise,Low,No
1003.4,Cirrus,West,41.6,Blue,High,Stable,High,No
1011.7,Cumulonimbus,South,45.8,Orange,High,Stable,High,Yes
1005.4,Stratus,South,83.2,,High,Stable,High,No
1004.1,Stratus,North,70.1,,Low,Decline,Medium,Yes
1004.3,Cirrus,East,42.7,Green,Low,Stable,Medium,No
1013.5,Stratus,,41.1,Orange,Low,Decline,Medium,Yes
1012,Stratus,East,59.4,Orange,High,Decline,Low,Yes
1004.1,Cirrus,East,84.1,Gray,Medium,Decline,Low,No
1021.1,Cirrus,South,80.1,Blue,Medium,Stable,Low,No
1012.7,Cumulonimbus,North,66,Orange,Low,Decline,Low,Yes
1005.5,Stratus,South,62.2,Orange,Low,Rise,High,Yes
1012.6,Cirrus,South,51.9,Orange,Medium,Rise,High,Yes
1012.4,Cumulonimbus,West,47.3,Orange,High,Stable,High,Yes
1005.2,Cirrus,East,82.5,Green,Low,Decline,High,No
1012.6,Cumulonimbus,West,63.1,Orange,Low,Decline,High,Yes
1004.3,Cirrus,South,81.2,Green,High,Stable,High,No
1003.1,Stratus,East,82.1,Green,High,Decline,High,No
1002.6,Cumulonimbus,East,45.5,Green,High,Rise,Medium,No
1011.5,Cumulonimbus,South,46.1,Orange,Low,Stable,High,Yes
1012,Cumulonimbus,West,69.7,Orange,Low,Decline,Medium,Yes
1011.6,Cumulonimbus,,62.7,Orange,Low,Stable,Medium,Yes
1002.1,Stratus,East,75.5,Blue,Low,Decline,Low,No
1012.1,Cumulonimbus,East,56.7,Gray,Medium,,Low,Yes
1013.1,Cirrus,East,52.6,Orange,Low,Decline,Low,Yes
1012.1,Cumulonimbus,South,68.9,Orange,High,Rise,High,Yes
1012.4,Cumulonimbus,East,40,Orange,Low,Decline,Low,Yes
1012.1,Cumulonimbus,East,48.8,Orange,Low,Decline,Low,Yes
1012.8,Cumulonimbus,South,55.8,Orange,High,,High,Yes
1004.4,Cirrus,South,43.4,Green,Medium,Stable,High,No
1012.4,Cumulonimbus,South,59.8,Orange,High,Rise,High,Yes
1005.3,Cumulonimbus,South,65,Orange,Medium,Stable,High,Yes
1003.6,Cirrus,East,80.1,,Medium,Decline,Low,No
1005.1,Cirrus,South,83,Green,High,,Medium,No
1013.4,Cumulonimbus,East,66.7,Gray,Medium,Decline,Low,Yes
1005.7,Cirrus,South,78.6,Green,High,Stable,Low,No
1011.7,Cumulonimbus,North,54.8,Orange,Low,Decline,Low,Yes
1005.1,Cirrus,South,84.4,Gray,High,Stable,Medium,No
1002.2,Cirrus,West,78.2,Green,Low,Decline,Low,No
1011.6,Cumulonimbus,East,60.1,Orange,Medium,Decline,Low,Yes
1012.1,Cumulonimbus,West,54.8,Orange,Low,Rise,Low,Yes
1006,Cirrus,South,76.8,Green,High,Stable,High,No
1003.4,Cirrus,East,79.6,Green,Low,Decline,Low,No
1012.6,Stratus,South,46.4,Orange,Low,Rise,High,Yes
1003.4,Cirrus,South,76.5,Green,Low,Stable,High,No
1022,Stratus,East,78.8,Blue,Low,Decline,High,No
1002.6,Cirrus,South,81.7,Green,Medium,Stable,High,No
1006.5,Cirrus,North,75.2,Green,Low,Decline,Medium,No
1002.5,Stratus,East,81.8,Green,Low,Decline,Low,No
1002.8,Stratus,East,76.2,Gray,Low,Decline,Low,No
1003.3,Cumulonimbus,East,70,Blue,High,Stable,High,Yes
1012.4,Stratus,West,40.4,Blue,High,Decline,Low,Yes
1013.9,Cirrus,West,71.5,Gray,High,Decline,High,Yes
1002.1,Cumulonimbus,South,73.4,Orange,High,Stable,High,Yes
1011,Cumulonimbus,East,66.3,Gray,High,Stable,High,Yes
1003.9,Cumulonimbus,East,61.2,Orange,Low,Decline,High,Yes
1011.8,Cumulonimbus,North,59.8,Gray,Low,Decline,Low,Yes
1020.9,Cirrus,East,75.6,Green,Low,Decline,Medium,No
1023.6,Cumulonimbus,East,77.6,Green,High,Stable,Medium,No
1013.5,Stratus,East,53.6,,Low,Decline,Low,Yes
1002,Cirrus,East,76.9,Green,Medium,Decline,Low,No
1020.2,Cirrus,East,79.7,Blue,Low,Decline,Low,No
1003.9,Cirrus,South,77.5,Green,High,Stable,Medium,No
1013.8,Cumulonimbus,,52.4,Gray,Low,Decline,Low,Yes
1003.5,Cumulonimbus,West,54.9,Gray,High,Rise,High,Yes
1002,Cirrus,West,83.4,Green,High,,Low,No
1004.5,Cirrus,West,75.3,Green,High,Stable,High,No
1005.6,Cirrus,,84.4,Green,Low,Decline,Medium,No
1013,Cumulonimbus,East,66.7,Orange,Low,Stable,Low,Yes
1011.6,Cirrus,South,52.2,Orange,High,Decline,High,Yes
1013.9,Cumulonimbus,West,54.9,Orange,Low,Stable,High,Yes
1011.3,Cumulonimbus,East,71.3,Orange,Medium,Decline,Low,Yes
1004,Cirrus,East,81,Gray,High,Stable,High,No
1012.2,Cumulonimbus,East,55.3,Orange,Low,Decline,Low,Yes
1013.2,Cumulonimbus,East,70.6,Orange,Low,Decline,Low,Yes
1005.3,Cirrus,South,79.2,Green,High,Stable,High,No
1011,Stratus,South,43.8,Orange,Medium,Decline,High,Yes
1013.5,Cumulonimbus,South,44.6,Orange,High,Stable,High,Yes
1006.3,Stratus,East,80.6,Green,Low,Decline,Low,No
1003.6,Cirrus,South,83.6,Green,High,Stable,High,No
1011.3,Stratus,West,55.5,Blue,Medium,Stable,High,Yes
1005.3,Cirrus,East,78.3,Green,Low,Decline,Medium,No
1004.8,Cirrus,South,76.6,Green,High,Stable,High,No
1012.5,Cumulonimbus,East,50.9,Orange,High,Decline,Low,Yes
1012.9,Cumulonimbus,South,66.7,Orange,Medium,Stable,High,Yes
1006.5,Cirrus,East,84.7,Gray,Low,Decline,Low,No
1011.5,Cirrus,East,70.8,Orange,High,,High,Yes
1005.9,Cirrus,South,76,Gray,High,Stable,High,No
1002.4,Stratus,East,83,Gray,Medium,Decline,Medium,No
1004.2,Cirrus,East,83,Green,High,Stable,High,No
1013.6,Cirrus,East,43.1,Orange,High,Stable,Low,Yes
1006,Cirrus,East,82.6,Green,Low,Decline,Low,No
1013.2,Cumulonimbus,South,53.6,Blue,High,Stable,High,Yes
1006.5,Cirrus,,76.7,Green,Low,Decline,Low,No
1004.5,Cirrus,South,83.9,Gray,High,Stable,Low,No
1006.2,Cumulonimbus,South,82.4,Green,High,Stable,High,No
1011.8,Cumulonimbus,East,67.5,Orange,Medium,Stable,Low,Yes
1006.8,Cirrus,South,41.8,Green,High,Stable,High,No
1013.4,Cumulonimbus,East,71.1,Orange,Low,Decline,Low,Yes
1025,Cumulonimbus,East,77.2,Gray,Low,Decline,Low,No
1021,Stratus,South,43.3,,Low,Rise,Low,No
1006.5,Cirrus,East,82.8,Blue,High,Decline,Low,No
1005.1,Cirrus,East,80.4,Gray,Low,Decline,Low,No
1003.9,Cirrus,East,82.4,Green,Low,Decline,Medium,No
1004.9,Stratus,East,83.5,Gray,Low,Decline,Medium,No
1013.8,Cumulonimbus,East,68.5,Blue,Low,Rise,High,Yes
1004.8,Stratus,East,78.1,Green,Low,Rise,Low,No
1013.5,Cumulonimbus,South,54.4,Orange,Medium,Stable,Low,Yes
1013,Cumulonimbus,South,59.5,Orange,Low,Stable,Medium,Yes
1012.2,Cumulonimbus,East,47.9,Orange,Medium,Decline,Low,Yes
1011.1,Cumulonimbus,South,69.4,Orange,High,Stable,High,Yes
1013.6,Cumulonimbus,South,66.2,Orange,High,Stable,Low,Yes
1018.3,Cirrus,West,85,Green,Low,Decline,High,No
1011.1,Cumulonimbus,West,63,Blue,High,Stable,High,Yes
1013.7,Cumulonimbus,South,67.4,Orange,Medium,Decline,High,Yes
1005.2,Cirrus,East,46.8,Green,Medium,Stable,Medium,No
1013,Cumulonimbus,South,54.9,Orange,High,Stable,Medium,Yes
1012.3,Cirrus,West,60.7,Orange,Low,Stable,High,Yes
1002.7,Cumulonimbus,South,51.3,Orange,Low,Rise,Low,Yes
1012.5,Cumulonimbus,West,68.7,Orange,High,Rise,High,Yes
1012.9,Cumulonimbus,East,57.4,Orange,Low,Decline,Medium,Yes
1020.9,Cumulonimbus,West,80.2,Green,Medium,Stable,High,No
1006.8,Cirrus,South,82.7,Green,High,Stable,High,No
1013.8,Cirrus,South,53.3,Orange,High,Stable,High,Yes
1005.7,Cumulonimbus,East,59.1,Orange,High,Decline,Low,Yes
1003.6,Stratus,East,79.3,Green,High,Rise,Low,No
1003.5,Cirrus,East,75.9,Gray,High,Rise,Low,No
1011.1,Cirrus,South,60.7,Orange,High,Stable,High,Yes
1011.1,Cumulonimbus,South,66,Orange,Low,,High,Yes
1005.3,Cirrus,East,83.4,Green,Low,Decline,Low,No
1012.2,Stratus,South,65.4,Orange,High,Stable,High,Yes
1013,Stratus,East,66.2,Orange,Low,Decline,Low,Yes
1005.4,Cirrus,East,81.2,Green,Low,Decline,Low,No
1005.9,Cirrus,East,75.8,Gray,High,Stable,High,No
1006.9,Cirrus,North,82,Green,Low,Decline,Low,No
1006,Cirrus,East,40.3,Green,High,Stable,Low,No
1002.7,Cirrus,North,77.2,Gray,Low,Stable,Low,No
1006.2,Cirrus,,83.7,Blue,Low,Decline,Medium,No
1003.7,Cumulonimbus,South,46.2,Green,High,Stable,High,No
1011,Cumulonimbus,West,73.6,Orange,High,Stable,High,Yes
1005.7,Cumulonimbus,South,83.6,Gray,Low,Stable,Low,No
1006,Cirrus,East,42.6,Green,High,Decline,Low,No
1011.9,Cumulonimbus,North,48.9,Orange,Low,Decline,Low,Yes
1004.8,Cirrus,East,79.2,,Low,Decline,Low,No
1013.8,Cumulonimbus,East,68.1,Orange,Medium,Stable,High,Yes
1002.3,Cirrus,West,82.4,Blue,High,Stable,High,No
1012.8,Cirrus,East,71.2,Orange,Medium,Decline,Low,Yes
1002.3,Cirrus,South,77.6,Gray,High,Rise,High,No
1013.2,Cirrus,South,68,Orange,High,Stable,Low,Yes
1002.7,Stratus,,76.8,Green,High,Decline,High,No
1011.5,Stratus,East,48.1,Orange,Medium,Stable,Low,Yes
1005.6,Stratus,East,76.1,Green,High,Decline,Low,No
1005.1,Stratus,South,78.9,Green,High,Decline,Low,No
1005.7,Cumulonimbus,,80.4,Gray,Low,Decline,Low,No
1012.9,Cumulonimbus,East,71.9,Orange,High,,Low,Yes
1005.4,Cirrus,West,47.9,Gray,High,Decline,Medium,No
1012.6,Cumulonimbus,East,73.6,Blue,High,Decline,Low,Yes
1005.3,Cirrus,East,81.2,Green,Low,Decline,High,No
1004.2,Cumulonimbus,South,74,Orange,Medium,Decline,Medium,Yes
1005.2,Stratus,South,76.3,Green,High,Stable,High,No
1021,Cirrus,West,78.6,Green,High,Rise,High,No
1020.5,Cirrus,South,45.1,Blue,High,Stable,High,No
1005.7,Cirrus,East,41.5,Gray,Low,Decline,Low,No
1006,Cirrus,South,84.6,Blue,High,Stable,High,No
1020.4,Cirrus,East,84,Green,Medium,Decline,Low,No
1013.6,Cirrus,West,57.5,Orange,Low,Stable,Low,Yes
1003.5,Cirrus,West,80,Blue,Low,Stable,Low,No
1023.1,Cirrus,South,79,Gray,High,Stable,High,No
1002.6,Cirrus,East,84.9,Green,Low,Decline,Low,No
1005.5,Cirrus,East,46.2,Green,Low,,Low,No
1011.6,Cumulonimbus,East,40.1,Gray,Low,Rise,Low,Yes
1011.5,Cirrus,South,53.7,Orange,High,Stable,High,Yes
1003.6,Cirrus,South,78.6,Green,High,Stable,High,No
1003,Stratus,South,75.1,Gray,Low,,High,No
1006.4,Cirrus,East,80.9,Green,High,Decline,High,No
1004.9,Stratus,East,44.8,Green,Low,Decline,Low,No
1013.6,Cumulonimbus,South,42.1,Orange,High,Stable,High,Yes
1012.8,Cumulonimbus,East,40.7,Orange,High,Stable,Medium,Yes
1006.3,Cirrus,East,40.2,Gray,Low,Decline,High,No
1012.2,Cumulonimbus,North,53.1,Orange,Medium,Rise,Low,Yes
1012.4,Cirrus,South,69.1,Orange,High,Stable,High,Yes
1011.1,Cumulonimbus,West,52.9,Orange,Low,Rise,Low,Yes
1012,Stratus,South,52.4,Orange,High,Stable,High,Yes
1021,Cirrus,South,77.7,Green,High,Rise,High,No
1004.4,Stratus,South,76.2,Blue,High,Rise,High,No
1013.9,Cumulonimbus,South,72.4,Blue,Low,Stable,High,Yes
1018,Cirrus,East,84.3,Green,High,Stable,High,No
1005.1,Cumulonimbus,East,83.6,Blue,High,Decline,High,No
1004.6,Cirrus,South,75.9,Green,Medium,Stable,High,No
1005.3,Stratus,South,84.4,Green,High,Decline,Medium,No
1014,Cumulonimbus,West,54,Blue,High,Stable,High,Yes
1012.8,Cumulonimbus,North,42.9,Orange,Low,Stable,Medium,Yes
1020.4,Stratus,West,75.3,Green,Low,Stable,High,No
1004.4,Stratus,East,80.1,Gray,Low,Decline,Low,No
1020.9,Cirrus,East,43.5,Green,Low,Decline,Low,No
1011.1,Cumulonimbus,North,57.5,Orange,Low,Decline,Medium,Yes
1002.7,Cirrus,West,83.6,,Medium,Stable,Low,No
1014,Cumulonimbus,West,73.4,Orange,High,Rise,High,Yes
1006.9,Cirrus,South,83.7,Green,High,Decline,High,No
1005.4,Cumulonimbus,East,48.6,Orange,Medium,Decline,High,Yes
1013.4,Cumulonimbus,East,43.9,Blue,Low,Decline,Low,Yes
1002.7,Cirrus,South,83.1,Blue,High,Rise,High,No
1011.4,Stratus,South,72,,Medium,Stable,Low,Yes
1005.7,Stratus,East,82.4,Gray,High,,Medium,No
1005.8,Cirrus,East,79.8,Green,High,Decline,Low,No
1002.3,Cirrus,East,79.9,Gray,Low,Decline,High,No
1005.7,Cirrus,East,83.7,Gray,High,Decline,Low,No
1004.4,Cirrus,South,78.7,Green,High,Stable,High,No
1006.2,Cirrus,East,79.8,Green,Low,Stable,Low,No
1024.7,Cumulonimbus,East,75.9,Green,High,Stable,Medium,No
1003.5,Stratus,East,83.5,Green,Low,,Low,No
1004.2,Stratus,West,83.7,Gray,High,Stable,High,No
1004.8,Cirrus,South,41.9,Green,Medium,Stable,High,No
1006.6,Cirrus,South,78.1,Gray,High,Rise,High,No
1005.1,Cumulonimbus,South,57.4,Orange,High,Stable,High,Yes
1006.3,Cirrus,South,84.5,Green,High,Stable,High,No
1006.1,Stratus,East,80.3,Gray,Low,Decline,Low,No
1012.9,Cumulonimbus,South,54.9,Orange,High,,High,Yes
1006.9,Stratus,West,42.2,Green,High,Stable,High,No
1011.2,Cumulonimbus,South,54.5,Orange,Low,Decline,Low,Yes
1005.9,Stratus,East,54.9,Orange,Low,Decline,High,Yes
1002.6,Cirrus,South,45.5,Green,High,Stable,Medium,No
1011.6,Cirrus,South,62.1,Orange,Medium,Stable,Medium,Yes
1013.5,Cumulonimbus,South,68.5,Orange,High,Rise,High,Yes
1002.2,Cirrus,East,58.9,Gray,Low,Decline,Medium,Yes
1012.8,Cirrus,East,40.4,Orange,Low,,Low,Yes
1006,Cirrus,East,76,Green,High,Decline,Low,No
1002.1,Cirrus,West,44.3,Blue,High,Stable,Medium,No
1013.8,Cumulonimbus,South,66.9,Blue,High,Decline,High,Yes
1022.8,Cirrus,,77,Green,Low,,Low,No
1013.7,Stratus,North,70.2,Orange,Low,Decline,Low,Yes
1007,Cirrus,East,81.1,Green,Low,Decline,High,No
1005.9,Cirrus,East,81.7,Green,Low,Stable,Low,No
1006.3,Cirrus,East,84.6,Green,Medium,Rise,Low,No
